word,R,G,B
explain,180,180,180
explanation,128,128,128
explanatory,255,140,0
explication,30,30,30
explode,220,20,20
exploit,255,140,0
explore,144,139,17
explorer,34,139,34
explosion,237,80,10
explosive,237,80,10
exponent,128,128,128
exponential,255,235,127
export,34,139,34
exportation,158,97,87
expose,220,20,20
exposed,197,87,99
exposition,81,133,81
expository,30,30,30
exposure,255,215,0
expound,86,104,26
expropriation,30,30,30
expulsion,104,37,24
exquisite,170,85,170
extant,142,177,227
extend,128,128,128
extended,144,177,17
extension,34,139,34
extensive,32,119,117
exterior,30,100,200
exterminate,220,20,20
extermination,30,30,30
external,34,139,34
extinct,139,69,19
extinguish,30,30,30
extra,128,128,128
extract,220,20,20
extracting,220,20,20
extraction,133,98,73
extradition,133,98,73
extrajudicial,79,79,79
extramural,34,139,34
extraneous,95,95,95
extraordinary,220,20,20
extreme,237,80,10
extremely,128,128,128
extremity,66,43,26
extrinsic,255,215,0
exuberance,255,105,180
exude,34,139,34
eye,142,177,227
eyeglass,197,162,137
eyepiece,30,30,30
eyesight,139,69,19
fable,79,50,164
fabric,134,125,119
fabricate,191,116,154
facade,139,69,19
face,255,255,255
facilitate,30,100,200
facility,125,60,110
facing,128,128,128
facsimile,180,141,95
fact,105,128,161
faction,79,79,79
factor,30,100,200
factory,128,128,128
faculties,128,128,128
faculty,79,114,164
fad,34,139,34
fade,139,69,19
faded,128,128,128
faeces,139,69,19
failing,30,30,30
failure,125,25,25
fain,106,151,78
fair,255,180,217
fairway,81,133,81
fairy,255,105,180
faith,255,255,255
faithful,180,203,236
faithless,30,30,30
fake,137,124,52
fall,84,49,24
fallible,127,79,27
falling,189,56,56
fallow,104,92,24
falsehood,128,128,128
falsely,128,128,128
falsification,30,30,30
falsified,237,137,137
falsify,30,30,30
falsity,30,30,30
falter,128,128,128
fame,255,215,0
famed,128,0,128
familiar,30,100,200
familiarity,212,186,42
famine,197,162,137
famous,255,215,0
fan,255,255,255
fanatic,220,20,20
fanaticism,220,20,20
fanciful,255,160,90
fandango,128,0,128
fang,255,255,255
fangs,255,255,255
fantasia,255,215,0
farce,191,171,64
farcical,125,25,25
fare,34,139,34
farewell,30,100,200
farm,34,139,34
farmhouse,220,20,20
farming,34,139,34
faro,128,128,128
farther,34,139,34
fascinating,79,50,164
fascination,255,140,0
fashion,139,69,19
fashionable,243,76,126
fasten,109,104,109
fastener,128,128,128
fastening,255,255,255
fasting,255,255,255
fat,208,164,58
fatal,220,20,20
fatality,30,30,30
fate,54,57,139
father,139,69,19
fathom,30,100,200
fatigue,30,30,30
fatigued,131,108,91
fault,220,20,20
faultless,255,255,255
fauna,139,69,19
favor,255,215,0
favorable,142,102,190
favorite,32,119,117
favoritism,220,20,20
fawn,139,69,19
fear,237,117,10
fearful,142,122,15
fearfully,30,100,200
fearing,125,25,25
fearless,191,127,191
feasibility,128,128,128
feasible,128,128,128
feat,255,255,255
feather,128,128,128
features,30,100,200
febrile,220,20,20
fecal,133,34,73
feces,139,69,19
fecundity,34,139,34
federal,220,20,20
federation,128,128,128
fee,60,121,30
feeble,142,104,77
feed,34,139,34
feeder,255,255,255
feel,255,241,170
feeling,255,105,180
feet,191,191,191
feigned,255,215,0
felicity,255,105,180
feline,79,79,79
fell,30,30,30
fellow,105,151,218
felon,30,30,30
felony,125,25,25
felt,139,69,19
female,255,105,180
feminine,255,105,180
feminist,255,105,180
fen,86,104,26
fence,139,69,19
fend,220,20,20
fender,128,128,128
fennel,139,69,19
ferment,197,87,99
fermentation,139,69,19
fern,34,139,34
ferocious,156,23,23
ferocity,220,20,20
ferry,255,235,127
fertile,255,105,180
fervent,220,20,20
fervor,220,20,20
festival,174,10,74
festive,128,0,128
fetch,181,203,96
fetish,255,105,180
feud,30,30,30
feudalism,30,30,30
fever,231,85,13
feverish,220,20,20
fiancee,220,20,20
fiasco,30,30,30
fib,180,180,180
fiber,133,98,73
fibrous,139,69,19
fiddle,139,69,19
fiddler,139,69,19
fidelity,106,164,163
field,34,139,34
fiend,30,30,30
fierce,220,20,20
fiesta,220,20,20
fight,172,22,22
fighter,30,30,30
fighting,220,20,20
figment,128,0,128
figurative,139,124,114
figure,30,100,200
figurine,255,255,255
filament,191,171,64
filamentous,191,171,64
file,170,170,170
filibuster,179,44,19
filing,128,128,128
filings,128,128,128
fill,255,105,180
fillet,131,65,91
filling,139,69,19
filly,139,69,19
film,79,79,79
filmy,128,128,128
filter,255,255,255
filth,30,30,30
filthy,139,69,19
fin,30,100,200
final,30,30,30
finale,142,67,105
finality,30,30,30
finally,30,30,30
finance,34,139,34
financial,34,139,34
financier,34,139,34
finch,139,69,19
find,255,140,0
finesse,128,0,128
finger,255,105,180
fingerprint,30,30,30
finish,34,139,34
finite,255,255,255
fire,220,20,20
fireball,220,20,20
firefly,255,215,0
fireman,220,20,20
fireproof,220,20,20
fireside,255,215,0
firewood,179,44,19
firework,220,20,20
firing,220,20,20
firm,34,139,34
firmament,30,100,200
firmly,255,140,0
firmness,62,20,62
fiscal,34,139,34
fish,137,161,194
fisherman,128,128,128
fishery,30,100,200
fishy,95,118,152
fission,128,128,128
fissure,79,79,79
fistula,139,69,19
fitted,255,215,0
fitting,255,255,255
fittings,128,128,128
fix,30,100,200
fixation,30,30,30
fixed,137,56,52
fixture,128,128,128
fixtures,128,128,128
fizz,255,255,255
flabby,191,116,154
flaccid,170,157,85
flagging,128,128,128
flagrant,176,27,46
flagship,128,128,128
flake,255,235,127
flaky,255,255,255
flame,237,80,10
flaming,220,20,20
flange,137,137,137
flank,128,128,128
flanked,139,69,19
flanking,34,139,34
flannel,220,20,20
flap,177,131,97
flaring,220,20,20
flash,255,215,0
flashing,237,137,137
flashlight,255,215,0
flashy,241,100,44
flask,128,128,128
flat,142,142,142
flatness,128,128,128
flatten,139,69,19
flattery,237,62,100
flatulence,139,69,19
flaunt,174,10,74
flavor,34,139,34
flaw,174,74,74
flea,30,30,30
fled,139,69,19
flee,255,215,0
fleece,142,142,142
fleet,62,109,176
flesh,216,93,126
fleshy,255,105,180
flexibility,255,177,0
flexible,180,190,151
flexion,112,127,94
flicker,255,177,0
flickering,255,140,0
flier,142,177,227
flight,255,215,0
flinch,168,88,16
fling,144,122,107
flint,128,128,128
flipper,30,100,200
flirt,237,62,100
flirting,255,105,180
float,30,100,200
flock,255,241,170
flog,220,20,20
flood,84,84,109
floor,139,69,19
flora,107,127,82
floss,255,255,255
flounder,128,128,128
flour,255,255,255
flow,30,100,200
flowery,255,105,180
flu,34,139,34
fluctuate,191,191,191
fluctuating,255,215,0
fluctuation,34,139,34
flue,62,62,62
fluff,255,255,255
fluid,31,109,158
fluidity,30,100,200
fluke,191,107,64
fluorescence,255,235,127
fluorescent,255,215,0
flurry,255,255,255
flush,220,20,20
flute,255,235,127
fluted,255,255,255
fluvial,30,100,200
flux,137,80,109
fly,30,30,30
flying,30,100,200
flywheel,128,128,128
foam,255,255,255
foaming,255,255,255
foamy,255,255,255
focal,220,20,20
focus,142,142,142
fodder,34,139,34
foe,125,25,25
fog,128,128,128
foggy,128,128,128
foil,128,128,128
foiled,79,79,79
fold,128,128,128
folded,197,162,137
foliage,34,139,34
folio,255,255,255
folk,255,255,255
follicle,197,87,99
follow,34,139,34
folly,255,215,0
fondling,255,105,180
font,142,142,142
food,34,139,34
fool,255,177,0
foolish,212,70,162
foolishness,255,140,0
football,139,69,19
footbridge,139,69,19
footing,128,128,128
footpath,139,69,19
footprint,139,69,19
forage,34,139,34
foray,34,139,34
forbearance,255,255,255
forbid,30,30,30
forbidding,30,30,30
force,125,25,25
forced,139,69,19
forceps,128,128,128
forcibly,220,20,20
ford,30,76,143
fore,81,133,81
forearm,220,20,20
foreboding,79,79,79
forecast,191,191,191
forecaster,30,100,200
foreclose,79,79,79
forefinger,255,180,217
forego,84,49,24
foregoing,255,255,255
foregone,137,124,52
forehead,216,143,151
foreign,139,69,19
foreigner,139,69,19
forensic,255,255,255
foresee,142,157,100
foreseen,144,197,144
foresight,142,157,100
forest,34,139,34
forethought,30,100,200
forewarned,220,20,20
foreword,34,139,34
forfeit,30,30,30
forfeited,30,30,30
forfeiture,174,74,74
forge,237,80,10
forgery,103,79,53
forget,128,128,128
forgetful,139,69,19
forgiven,255,255,255
forgotten,79,79,79
fork,191,134,64
forked,220,20,20
forking,133,98,73
forlorn,79,96,121
form,197,162,137
formality,105,128,161
formation,255,255,255
formative,255,255,255
formed,139,69,19
formidable,30,30,30
forming,128,128,128
formless,128,128,128
formulary,255,255,255
formulate,255,215,0
fornication,30,30,30
forsake,30,30,30
forsooth,237,117,10
fort,133,98,73
forthcoming,255,215,0
forthwith,255,255,255
fortification,128,128,128
fortify,128,128,128
fortitude,220,20,20
fortnightly,30,30,30
fortress,62,62,62
fortuitous,237,80,10
fortunate,34,139,34
forty,128,128,128
fossil,174,150,134
fossils,128,128,128
foul,30,30,30
found,255,197,127
foundation,133,98,73
founder,32,84,32
foundry,128,128,128
fountain,30,100,200
fourfold,34,139,34
fowl,139,69,19
fox,237,80,10
foxy,139,69,19
fraction,255,197,127
fractional,174,74,74
fracture,220,20,20
fragile,243,113,66
fragility,255,160,90
fragment,84,49,24
fragmentary,32,84,32
fragrance,191,52,154
fragrant,255,105,180
framework,139,69,19
frank,255,105,180
frankness,144,197,144
frantic,168,63,16
fraternal,31,113,144
fraternity,137,118,194
fraud,139,69,19
fraudulent,168,88,16
fraught,139,69,19
fray,201,78,49
frayed,128,128,128
freak,30,30,30
freakish,128,0,128
freedom,255,255,255
freehold,30,100,200
freelance,255,255,255
freeway,128,128,128
freeze,105,151,218
freezer,255,255,255
freezing,30,100,200
freight,139,69,19
frenzied,220,20,20
frenzy,255,140,0
frequency,255,140,0
frequent,167,145,82
frequently,142,157,100
fresco,255,255,255
fret,220,20,20
friction,220,20,20
friend,255,105,180
friendly,30,100,200
frigate,128,128,128
fright,30,30,30
frighten,30,30,30
frightened,190,130,76
frightful,125,25,25
frigid,165,193,233
fringe,194,107,145
frisky,255,105,180
frivolous,255,105,180
frog,34,139,34
front,158,146,186
frontage,128,128,128
frontal,142,120,100
frontier,255,235,127
frontispiece,216,179,91
frost,255,255,255
frostbite,30,30,30
frosted,255,255,255
frosty,255,255,255
froth,255,255,255
frothy,255,245,191
frown,139,69,19
frowning,128,128,128
frozen,255,255,255
frugal,34,139,34
fruit,169,99,18
fruitful,255,140,0
fruitless,104,37,24
frustrate,158,59,24
frustrated,220,20,20
frustration,220,20,20
fry,237,98,10
fudge,139,69,19
fuel,133,98,73
fugitive,30,30,30
fulcrum,128,128,128
full,30,100,200
fully,144,139,17
fumble,133,98,73
fume,191,134,64
fumigation,128,128,128
fuming,220,20,20
fun,128,0,128
function,139,69,19
functional,255,255,255
fund,34,139,34
fundamental,30,100,200
fundamentally,255,255,255
funds,34,139,34
funeral,30,30,30
fungus,120,126,21
funk,30,100,200
funnel,255,255,255
fur,136,83,46
furious,220,20,20
furiously,220,20,20
furlough,34,139,34
furnace,243,125,6
furnish,139,69,19
furniture,139,69,19
furor,30,30,30
furrow,139,69,19
fury,220,20,20
fuse,220,20,20
fusion,139,160,54
futile,79,79,79
futility,79,114,164
future,142,120,100
fuzz,128,128,128
fuzzy,128,128,128
gaby,30,30,30
gag,30,30,30
gage,32,119,117
gaggle,255,255,255
gain,107,177,107
gainful,34,139,34
gala,255,255,255
galaxy,30,30,30
gale,191,191,191
gall,179,44,19
gallantry,128,0,128
gallery,255,241,170
galley,139,69,19
gallop,34,139,34
gallows,66,43,26
galore,191,107,64
galvanic,255,215,0
gamble,128,128,128
gambler,220,20,20
gambling,142,85,15
game,34,139,34
gaming,220,20,20
gammon,84,49,24
gander,30,100,200
gang,220,20,20
gaol,79,79,79
gape,128,128,128
gaping,30,30,30
garage,139,69,19
garb,84,84,109
garbage,139,69,19
garden,34,139,34
gardener,34,139,34
gardening,34,139,34
garish,174,10,74
garlic,255,255,255
garment,255,255,255
garnet,220,20,20
garnish,80,109,30
garrison,67,102,84
gas,32,84,32
gaseous,34,139,34
gash,220,20,20
gasoline,190,120,12
gate,197,162,137
gateway,197,162,137
gatherer,34,139,34
gauge,79,79,79
gaunt,174,137,49
gauntlet,220,20,20
gauze,255,255,255
gavel,139,69,19
gaze,30,100,200
gazebo,255,255,255
gazelle,139,69,19
gazette,142,142,142
gazetteer,142,113,78
gear,106,88,76
gel,255,255,255
gelatin,255,177,0
geld,137,124,52
gelding,139,69,19
gem,144,197,144
genealogy,255,255,255
general,128,128,128
generality,30,30,30
generalization,170,120,145
generally,128,64,128
generate,30,100,200
generation,255,215,0
genesis,144,197,144
genetics,255,255,255
genial,198,140,95
genius,255,215,0
genre,128,128,128
genteel,79,50,164
gentleman,142,177,227
gentleness,255,255,255
gentry,128,0,128
genuine,144,197,144
genus,34,139,34
geography,34,139,34
geology,139,69,19
geometry,30,65,115
geranium,255,105,180
geriatric,128,128,128
germ,34,139,34
germinate,34,139,34
germination,34,139,34
gesture,139,69,19
ghastly,79,79,79
ghetto,128,128,128
ghost,255,255,255
ghostly,255,255,255
gibberish,212,161,42
gift,220,20,20
gifted,255,255,255
gig,128,128,128
gigantic,79,15,79
gill,30,100,200
gilt,255,215,0
ginger,197,104,9
gingerly,255,160,90
girder,128,128,128
girdle,255,255,255
girl,255,105,180
girth,128,128,128
gist,34,139,34
giving,255,255,255
glabrous,191,191,191
glacial,142,177,227
glacier,255,255,255
glad,255,105,180
glade,34,139,34
gladiator,30,30,30
gladness,144,177,17
glance,128,128,128
glare,255,235,127
glaring,196,106,14
glass,255,255,255
glasses,255,255,255
glassware,255,255,255
glaze,255,255,255
gleam,255,215,0
glean,212,199,127
glee,255,180,217
glen,34,139,34
glide,86,110,150
glimmer,255,255,255
glimpse,255,255,255
glint,255,235,127
glitter,255,235,127
globe,30,100,200
globular,32,119,117
gloom,30,30,30
gloomy,79,79,79
glorification,170,71,85
glory,255,215,0
gloss,255,140,0
glossary,255,255,255
glossy,255,255,255
glove,255,255,255
glow,255,215,0
glowing,255,215,0
glucose,34,139,34
glue,255,255,255
glum,128,128,128
gluten,139,69,19
gluttony,32,84,32
glycerin,255,255,255
gnat,30,30,30
goatee,84,49,24
gob,139,69,19
goblet,255,215,0
goblin,34,139,34
god,255,255,255
godfather,30,30,30
godless,30,30,30
godly,255,255,255
godsend,255,255,255
goggle,255,255,255
goggles,30,30,30
gold,255,177,0
golden,255,215,0
golf,34,139,34
gondola,255,105,180
gong,197,142,9
gonorrhea,255,215,0
goo,34,139,34
goodbye,30,30,30
goodly,34,139,34
goodness,255,255,255
goodwill,30,100,200
goody,255,105,180
gooey,34,139,34
goose,255,255,255
gopher,139,69,19
gore,220,20,20
gorge,139,69,19
gorgeous,220,20,20
gorilla,30,30,30
gory,220,20,20
gospel,255,255,255
gossip,153,109,77
gouge,30,30,30
gourmet,30,100,200
governess,144,197,144
government,220,20,20
governor,66,66,83
gown,255,255,255
grace,128,0,128
gracious,142,177,227
gradation,128,128,128
grader,255,215,0
gradual,137,147,109
gradually,65,135,65
gram,128,128,128
grammar,106,141,106
grand,128,0,128
grandfather,30,100,200
grandiose,191,107,64
grandmother,128,128,128
grange,34,139,34
granite,128,128,128
grant,32,119,117
granted,255,255,255
grantee,34,139,34
granular,255,255,255
granule,255,255,255
grapes,128,0,128
graphics,30,30,30
grapple,30,100,200
grasp,237,117,10
grasping,197,142,9
grass,34,139,34
grasshopper,34,139,34
grassy,34,139,34
grate,125,25,25
grated,255,215,0
grateful,30,30,30
gratify,181,203,96
grating,128,128,128
gratuitous,127,79,27
gratuity,34,139,34
grave,30,30,30
gravel,128,128,128
graver,128,128,128
gravitate,79,114,164
gravitation,128,128,128
gravity,79,79,79
gravy,139,69,19
gray,128,128,128
graze,65,135,65
grease,157,121,32
greasy,142,122,15
greater,255,215,0
greatly,128,128,128
greed,34,139,34
greedy,34,139,34
green,34,139,34
greenhouse,34,139,34
greenish,34,139,34
greenwood,34,139,34
greet,128,0,128
greeting,34,139,34
gregarious,128,0,128
grenade,34,139,34
grey,128,128,128
greyhound,128,128,128
gridiron,30,30,30
grief,30,30,30
grieve,83,77,41
grievous,66,43,26
griffin,139,69,19
grill,30,30,30
grille,128,128,128
grim,30,30,30
grime,30,30,30
grimy,30,30,30
grind,128,128,128
grinder,128,128,128
grinding,128,128,128
grisly,139,69,19
grist,135,88,55
grit,197,157,147
gritty,133,98,73
grizzly,177,92,12
groan,139,69,19
grocer,86,104,26
groceries,34,139,34
grocery,34,139,34
groggy,133,98,73
groove,139,69,19
gross,34,139,34
grotesque,84,49,24
grotto,84,49,24
ground,139,69,19
grounded,139,69,19
groundless,84,49,24
groundwork,139,69,19
group,34,139,34
grouping,30,30,30
grouse,128,128,128
grout,191,191,191
grove,65,92,65
grow,34,139,34
growl,30,30,30
growling,30,30,30
growth,169,124,18
grub,197,142,9
grudge,139,69,19
grudgingly,133,98,73
gruesome,30,30,30
gruff,139,69,19
grumble,133,98,73
grumpy,30,30,30
grunt,84,49,24
guarantee,255,255,255
guaranty,128,128,128
guarded,128,128,128
guardian,81,133,81
guardianship,255,215,0
guards,128,128,128
gubernatorial,128,128,128
guerilla,139,69,19
guess,128,128,128
guest,255,105,180
guidance,105,115,76
guidebook,30,100,200
guild,128,0,128
guile,84,49,24
guillotine,197,47,47
guilt,220,20,20
guilty,174,137,49
guinea,255,215,0
guitar,139,69,19
gules,220,20,20
gulf,30,100,200
gull,237,117,10
gullible,34,139,34
gully,104,92,24
gulp,255,215,0
gum,198,86,142
gummy,255,105,180
gun,79,79,79
gunner,81,133,81
gunpowder,81,64,51
guru,255,190,0
gush,30,100,200
gust,180,203,236
gusty,128,128,128
gut,220,20,20
guts,174,10,74
gutter,135,88,55
guy,255,215,0
guzzling,30,30,30
gymnasium,84,84,109
gymnast,128,0,128
gymnastic,255,140,0
gymnastics,180,190,151
gynecology,255,105,180
gypsy,128,0,128
gyroscope,128,128,128
habit,128,128,128
habitat,34,139,34
habitation,139,69,19
habitual,255,215,0
habitually,139,69,19
hacienda,139,69,19
hag,84,49,24
haggard,109,91,91
hail,192,167,173
hair,139,69,19
hairy,139,69,19
half,30,100,200
halfway,128,128,128
hall,192,184,177
hallucination,128,0,128
halo,255,235,127
halt,220,20,20
halter,139,69,19
halve,128,128,128
ham,255,105,180
hammer,133,98,73
hammock,255,255,255
hamper,139,69,19
hamstring,128,128,128
hand,255,105,180
handbook,128,128,128
handful,255,155,205
handicap,30,100,200
handicraft,139,69,19
handiwork,255,255,255
handkerchief,255,255,255
handle,102,56,22
handsome,128,0,128
handwriting,139,69,19
handy,79,114,164
hang,135,88,55
hangar,30,100,200
hanging,30,30,30
hangman,129,39,23
hangout,139,69,19
hank,139,69,19
hap,34,139,34
happen,191,191,191
happening,34,139,34
happily,255,215,0
happiness,255,105,180
happy,246,166,5
harass,30,30,30
harassing,220,20,20
harbinger,30,30,30
harbor,113,102,104
harden,139,69,19
hardened,99,75,59
hardening,30,30,30
hardness,30,30,30
hardship,30,30,30
hardware,128,128,128
hardy,220,20,20
hare,128,128,128
harem,220,20,20
